Order_ID,Date,Customer_ID,Product,Quantity,Unit_Price,Revenue,Region,Sales_Rep
ORD001372,2022-12-20,CUST0033,USB Cable,1,6.11,6.11,Central,REP14
ORD001373,2022-01-07,CUST0030,Mouse,4,48.33,193.32,East,REP19
ORD001374,2024-08-06,CUST0006,Desktop,2,739.51,1479.02,North,REP06
ORD001375,2022-02-11,CUST0192,Motherboard,1,168.05,168.05,North,REP15
ORD001376,2023-05-21,CUST0068,Mouse,5,127.22,636.1,South,REP10
ORD001377,2022-12-31,CUST0097,Mouse,2,29.66,59.32,East,REP09
ORD001378,2023-08-28,CUST0023,Mouse,2,107.66,215.32,East,REP19
ORD001379,2024-12-07,CUST0054,USB Cable,1,25.74,25.74,South,REP19
ORD001380,2023-03-08,CUST0258,Graphics Card,2,764.01,1528.02,East,REP18
ORD001381,2022-07-05,CUST0134,Hard Drive,1,243.35,243.35,East,REP02
ORD001382,2023-01-17,CUST0289,USB Cable,1,8.5,8.5,Central,REP13
ORD001383,2023-10-23,CUST0005,Graphics Card,7,336.0,2352.0,East,REP06
ORD001384,2022-07-25,CUST0035,Monitor,1,743.55,743.55,East,REP06
ORD001385,2024-07-23,CUST0243,SSD,3,313.42,940.26,West,REP08
ORD001386,2023-11-23,CUST0060,USB Cable,1,21.96,21.96,East,REP08
ORD001387,2024-11-04,CUST0206,Desktop,3,1105.18,3315.54,East,
ORD001388,2023-09-08,CUST0037,Case,1,135.5,135.5,Central,REP05
ORD001389,2022-04-21,CUST0235,Desktop,8,971.13,7769.04,,REP13
ORD001390,2022-10-30,CUST0095,Keyboard,2,178.93,357.86,East,REP08
ORD001391,2023-05-17,CUST0011,Monitor,1,595.06,595.06,East,REP12
ORD001392,2024-03-18,CUST0238,Graphics Card,1,476.24,476.24,West,REP08
ORD001393,2022-09-21,CUST0168,Headphones,1,312.33,312.33,South,REP10
ORD001394,2024-05-19,CUST0014,SSD,2,233.29,466.58,North,REP08
ORD001395,2023-04-27,CUST0204,Headphones,1,164.04,164.04,Central,REP03
ORD001396,2023-01-20,CUST0025,Laptop,4,816.85,3267.4,West,REP06
ORD001397,2024-03-03,CUST0216,RAM,2,253.53,507.06,North,REP06
ORD001398,2022-08-06,CUST0052,USB Cable,1,25.16,25.16,,REP13
ORD001399,2023-10-16,CUST0006,Monitor,2,523.54,1047.08,West,REP16
ORD001400,2024-05-15,CUST0060,Motherboard,3,108.35,325.05,West,REP20
ORD001401,2024-10-25,CUST0187,Headphones,1,318.97,318.97,East,REP04
ORD001402,2024-12-24,CUST0022,Motherboard,1,279.41,279.41,North,REP19
ORD001403,2024-07-20,CUST0056,Webcam,1,50.19,50.19,East,REP16
ORD001404,2024-01-27,CUST0013,Mouse,3,69.6,208.8,East,REP18
ORD001405,2024-05-04,CUST0058,Laptop,3,1170.16,3510.48,East,REP12
ORD001406,2024-03-22,CUST0047,Keyboard,2,51.54,103.08,Central,REP05
ORD001407,2023-07-17,CUST0269,Headphones,4,389.59,1558.36,Central,REP19
ORD001408,2024-02-03,CUST0041,Laptop,4,720.13,2880.52,North,REP11
ORD001409,2024-05-15,CUST0041,Webcam,2,44.7,89.4,East,REP14
ORD001410,2023-06-19,CUST0125,Mouse,5,96.18,480.9,Central,REP02
ORD001411,2024-06-13,CUST0024,Mouse,1,114.56,114.56,South,REP20
ORD001412,2023-08-07,CUST0027,Mouse,1,10.71,10.71,South,REP05
ORD001413,2023-10-14,CUST0114,Desktop,1,865.59,865.59,North,REP03
ORD001414,2024-08-01,CUST0200,SSD,1,245.14,245.14,,REP16
ORD001415,2023-11-29,CUST0055,Headphones,2,158.16,316.32,West,REP16
ORD001416,2024-03-09,CUST0250,Mouse,6,66.41,398.46,Central,REP18
ORD001417,2024-12-20,CUST0240,Headphones,1,142.49,142.49,East,REP01
ORD001418,2023-12-22,CUST0146,SSD,1,249.87,249.87,North,REP18
ORD001419,2024-02-08,CUST0064,Case,2,126.01,252.02,West,REP04
ORD001420,2022-08-15,CUST0206,SSD,6,187.31,1123.86,South,REP18
ORD001421,2024-05-06,CUST0055,Case,1,135.88,135.88,East,REP11
ORD001422,2023-04-07,CUST0231,Power Supply,2,150.99,301.98,West,REP06
ORD001423,2023-08-14,CUST0089,Laptop,1,1299.0,1299.0,East,REP04
ORD001424,2024-05-06,CUST0071,Webcam,1,79.66,79.66,North,REP20
ORD001425,2024-04-17,CUST0041,Laptop,9,987.53,8887.77,South,REP16
ORD001426,2022-02-16,CUST0099,Graphics Card,7,981.75,6872.25,West,REP06
ORD001427,2023-05-06,CUST0151,Monitor,1,456.91,456.91,South,REP03
ORD001428,2024-08-02,CUST0124,USB Cable,7,11.13,77.91,Central,REP06
ORD001429,2022-08-16,CUST0082,Motherboard,3,394.08,1182.24,East,REP08
ORD001430,2022-01-15,CUST0241,Graphics Card,5,242.02,1210.1,West,REP13
ORD001431,2023-06-17,CUST0274,Case,2,154.56,309.12,North,REP01
ORD001432,2022-05-03,CUST0262,Mouse,2,123.63,247.26,North,REP15
ORD001433,2022-10-26,CUST0058,Power Supply,2,115.62,231.24,Central,REP06
ORD001434,2022-10-18,CUST0050,Case,3,78.89,236.67,West,REP11
ORD001435,2024-10-03,CUST0228,Motherboard,1,207.26,207.26,East,REP11
ORD001436,2023-07-18,CUST0019,SSD,1,75.73,75.73,South,REP01
ORD001437,2024-01-13,CUST0157,Graphics Card,1,578.58,578.58,South,REP16
ORD001438,2022-11-13,CUST0019,Graphics Card,3,1246.76,3740.28,South,REP13
ORD001439,2023-03-10,CUST0024,SSD,1,193.3,193.3,Central,REP17
ORD001440,2024-04-11,CUST0080,USB Cable,3,20.46,61.38,South,REP19
ORD001441,2024-02-06,CUST0269,Webcam,8,221.74,1773.92,West,REP16
ORD001442,2022-01-30,CUST0106,RAM,1,286.21,286.21,East,REP08
ORD001443,2022-09-02,CUST0007,RAM,3,91.2,273.6,West,REP17
ORD001444,2024-01-15,CUST0260,RAM,2,48.54,97.08,North,REP03
ORD001445,2022-06-12,CUST0126,Motherboard,5,109.11,545.55,Central,REP09
ORD001446,2023-05-17,CUST0039,Keyboard,1,144.13,144.13,West,REP09
ORD001447,2023-01-25,CUST0068,Graphics Card,3,1279.9,3839.7,North,REP17
ORD001448,2023-05-15,CUST0275,SSD,4,395.14,1580.56,West,REP02
ORD001449,2023-02-07,CUST0052,USB Cable,6,7.91,47.46,North,REP18
ORD001450,2023-09-07,CUST0058,SSD,3,64.23,192.69,West,REP15
ORD001451,2024-07-23,CUST0253,Laptop,2,877.62,1755.24,West,REP06
ORD001452,2023-08-05,CUST0141,RAM,2,117.91,235.82,Central,REP18
ORD001453,2022-08-17,CUST0058,Motherboard,5,571.76,2858.8,West,REP17
ORD001454,2022-05-15,CUST0056,Motherboard,2,304.65,609.3,East,REP15
ORD001455,2023-01-10,CUST0257,Keyboard,1,160.18,160.18,South,REP10
ORD001456,2022-07-30,CUST0080,RAM,6,118.02,708.12,Central,REP11
ORD001457,2022-12-18,CUST0265,Power Supply,3,89.49,268.47,South,REP16
ORD001458,2023-07-06,CUST0156,Keyboard,3,187.91,563.73,West,REP12
ORD001459,2023-12-26,CUST0289,Power Supply,1,236.3,236.3,,REP13
ORD001460,2024-04-07,CUST0072,Laptop,3,1953.02,5859.06,,REP15
ORD001461,2023-02-19,CUST0192,Keyboard,2,139.17,278.34,East,REP01
ORD001462,2023-10-30,CUST0258,Hard Drive,3,189.99,569.97,South,REP15
ORD001463,2023-05-13,CUST0241,Monitor,1,361.56,361.56,West,REP02
ORD001464,2024-09-24,CUST0031,Keyboard,3,70.43,211.29,Central,REP04
ORD001465,2024-01-27,CUST0038,USB Cable,15,28.09,421.35,North,REP11
ORD001466,2022-11-07,CUST0288,Power Supply,1,87.6,87.6,East,REP03
ORD001467,2023-06-18,CUST0072,Hard Drive,8,182.76,1462.08,East,REP03
ORD001468,2023-10-05,CUST0110,Power Supply,2,140.31,280.62,West,REP06
ORD001469,2024-01-12,CUST0012,Headphones,5,103.62,518.1,East,REP05
ORD001470,2024-03-22,CUST0031,Motherboard,4,332.91,1331.64,North,REP17
ORD001471,2022-03-07,CUST0252,Hard Drive,2,268.27,536.54,East,REP10
ORD001472,2022-06-04,CUST0273,SSD,3,100.54,301.62,Central,REP06
ORD001473,2022-06-29,CUST0098,SSD,5,465.9,2329.5,Central,REP03
ORD001474,2023-07-22,CUST0038,USB Cable,2,16.28,32.56,South,REP06
ORD001475,2024-12-16,CUST0206,Motherboard,1,440.14,440.14,West,REP19
ORD001476,2024-03-09,CUST0133,Laptop,3,512.81,1538.43,East,REP08
ORD001477,2024-12-26,CUST0295,USB Cable,4,21.34,85.36,South,REP12
ORD001478,2022-11-09,CUST0052,Keyboard,3,159.14,477.42,South,REP01
ORD001479,2022-03-22,CUST0168,Motherboard,4,146.21,584.84,East,REP11
ORD001480,2023-02-18,CUST0112,Mouse,2,32.86,65.72,East,
ORD001481,2024-06-19,CUST0056,Desktop,4,1600.99,6403.96,West,REP07
ORD001482,2024-03-28,CUST0064,Keyboard,1,57.01,57.01,West,REP03
ORD001483,2024-11-23,CUST0032,Desktop,2,795.46,1590.92,South,REP20
ORD001484,2024-04-30,CUST0185,Keyboard,1,57.86,57.86,North,REP16
ORD001485,2024-07-24,CUST0052,Laptop,1,510.88,510.88,West,REP12
ORD001486,2022-05-14,CUST0044,Webcam,1,238.65,238.65,,REP13
ORD001487,2023-07-17,CUST0055,Graphics Card,2,1041.57,2083.14,,REP08
ORD001488,2024-11-28,CUST0032,Monitor,3,241.14,723.42,West,REP20
ORD001489,2023-08-24,CUST0090,Headphones,1,258.5,258.5,South,REP17
ORD001490,2023-01-07,CUST0016,Headphones,2,355.26,710.52,North,REP16
ORD001491,2024-02-04,CUST0014,Case,1,174.63,174.63,Central,
ORD001492,2022-10-23,CUST0269,Case,1,105.22,105.22,,REP06
ORD001493,2023-04-02,CUST0031,Desktop,1,1103.86,1103.86,North,REP15
ORD001494,2024-06-20,CUST0241,Monitor,1,707.0,707.0,North,REP09
ORD001495,2024-01-19,CUST0293,SSD,2,354.11,708.22,North,REP07
ORD001496,2022-10-20,CUST0145,Keyboard,3,138.66,415.98,North,REP20
ORD001497,2023-01-14,CUST0237,Graphics Card,2,1057.18,2114.36,East,REP19
ORD001498,2023-07-01,CUST0075,Motherboard,2,547.76,1095.52,East,REP19
ORD001499,2024-02-28,CUST0008,RAM,1,52.48,52.48,South,REP05
ORD001500,2023-05-03,CUST0248,Monitor,4,407.9,1631.6,North,REP12
ORD001501,2024-04-10,CUST0280,USB Cable,2,29.82,59.64,West,REP15
ORD001502,2024-11-19,CUST0250,Case,2,93.98,187.96,South,REP18
ORD001503,2023-12-03,CUST0219,Motherboard,1,349.92,349.92,North,REP01
ORD001504,2023-04-11,CUST0152,USB Cable,1,25.75,25.75,North,REP05
ORD001505,2024-06-12,CUST0259,Hard Drive,1,296.08,296.08,North,REP06
ORD001506,2024-11-12,CUST0102,Keyboard,2,45.51,91.02,South,REP12
ORD001507,2024-12-22,CUST0118,Hard Drive,2,61.75,123.5,Central,REP17
ORD001508,2022-12-06,CUST0078,RAM,2,204.92,409.84,Central,REP18
ORD001509,2023-02-19,CUST0268,Mouse,2,16.85,33.7,West,REP14
ORD001510,2022-10-06,CUST0046,Graphics Card,3,1419.59,4258.77,North,REP18
ORD001511,2022-05-17,CUST0053,Laptop,4,1632.75,6531.0,South,REP06
ORD001512,2023-05-12,CUST0100,Webcam,3,205.13,615.39,West,REP08
ORD001513,2023-07-20,CUST0300,Monitor,7,730.22,5111.54,North,REP05
ORD001514,2023-07-19,CUST0269,Motherboard,1,250.28,250.28,North,REP04
ORD001515,2023-04-21,CUST0233,RAM,1,153.95,153.95,North,REP05
ORD001516,2023-12-01,CUST0131,Case,1,83.54,83.54,North,REP04
ORD001517,2022-12-11,CUST0116,Case,3,153.56,460.68,West,REP17
ORD001518,2024-01-13,CUST0222,Keyboard,5,176.49,882.45,West,REP14
ORD001519,2023-07-28,CUST0261,Power Supply,1,231.01,231.01,East,REP11
ORD001520,2024-01-01,CUST0254,Desktop,6,615.51,3693.06,West,REP08
ORD001521,2022-08-01,CUST0290,Motherboard,1,509.66,509.66,West,REP13
ORD001522,2024-02-23,CUST0051,Laptop,6,1402.49,8414.94,Central,REP19
ORD001523,2023-05-04,CUST0202,Headphones,1,244.65,244.65,Central,REP02
ORD001524,2024-08-01,CUST0222,SSD,1,439.9,439.9,North,REP01
ORD001525,2023-11-05,CUST0234,Desktop,2,950.73,1901.46,West,REP09
ORD001526,2023-12-23,CUST0135,Keyboard,1,69.79,69.79,North,REP06
ORD001527,2023-10-22,CUST0089,Graphics Card,1,721.72,721.72,East,REP16
ORD001528,2023-04-12,CUST0047,Headphones,1,336.61,336.61,North,REP13
ORD001529,2023-01-17,CUST0249,Motherboard,4,279.0,1116.0,East,REP12
ORD001530,2024-01-11,CUST0058,Motherboard,2,162.79,325.58,South,REP07
ORD001531,2023-08-30,CUST0039,Motherboard,1,371.16,371.16,South,REP07
ORD001532,2024-04-08,CUST0204,Power Supply,2,115.84,231.68,East,REP05
ORD001533,2023-08-25,CUST0116,SSD,3,310.85,932.55,North,REP15
ORD001534,2022-11-14,CUST0113,RAM,1,298.1,298.1,North,REP08
ORD001535,2023-03-19,CUST0248,Monitor,2,158.07,316.14,South,REP15
ORD001536,2023-01-29,CUST0295,Webcam,1,79.07,79.07,Central,REP13
ORD001537,2024-01-16,CUST0121,Motherboard,1,496.9,496.9,West,REP11
ORD001538,2022-10-03,CUST0297,Headphones,3,348.18,1044.54,South,REP05
ORD001539,2024-11-05,CUST0053,Graphics Card,1,818.46,818.46,East,REP20
ORD001540,2023-04-04,CUST0225,USB Cable,2,11.73,23.46,North,REP16
ORD001541,2022-12-17,CUST0178,Laptop,3,1339.94,4019.82,Central,REP16
ORD001542,2023-12-27,CUST0015,Desktop,1,1745.68,1745.68,East,REP20
ORD001543,2022-10-01,CUST0156,Webcam,2,85.19,170.38,West,REP11
ORD001544,2024-11-06,CUST0162,Webcam,1,70.29,70.29,Central,REP01
ORD001545,2024-01-04,CUST0272,SSD,7,112.66,788.62,North,REP14
ORD001546,2023-05-25,CUST0016,SSD,2,400.44,800.88,South,REP16
ORD001547,2022-07-12,CUST0196,Webcam,4,160.54,642.16,West,REP16
ORD001548,2022-07-16,CUST0256,Mouse,2,59.72,119.44,West,REP03
ORD001549,2023-04-10,CUST0049,Headphones,1,394.69,394.69,North,REP17
ORD001550,2022-05-05,CUST0001,Hard Drive,3,64.79,194.37,East,
ORD001551,2023-09-20,CUST0036,Laptop,7,1700.06,11900.42,Central,REP06
ORD001552,2023-01-08,CUST0044,Hard Drive,2,104.59,209.18,East,REP05
ORD001553,2024-06-21,CUST0228,Graphics Card,4,1299.76,5199.04,South,REP01
ORD001554,2022-09-04,CUST0044,Motherboard,5,565.81,2829.05,East,REP06
ORD001555,2022-07-24,CUST0173,USB Cable,1,9.83,9.83,South,REP15
ORD001556,2024-03-07,CUST0034,Motherboard,1,312.93,312.93,North,REP11
ORD001557,2024-10-02,CUST0246,Keyboard,2,162.93,325.86,North,REP19
ORD001558,2023-10-19,CUST0268,Case,2,124.37,248.74,Central,REP13
ORD001559,2023-08-02,CUST0219,Headphones,4,80.13,320.52,South,REP13
ORD001560,2022-02-18,CUST0200,USB Cable,5,7.61,38.05,Central,REP10
ORD001561,2023-08-12,CUST0022,Motherboard,1,435.71,435.71,North,REP07
ORD001562,2022-12-22,CUST0025,RAM,1,121.55,121.55,North,REP10
ORD001563,2022-04-18,CUST0269,Power Supply,4,256.35,1025.4,West,REP06
ORD001564,2022-04-02,CUST0114,Case,1,74.32,74.32,West,REP11
ORD001565,2023-02-28,CUST0025,SSD,4,341.79,1367.16,North,REP07
ORD001566,2023-08-18,CUST0200,Laptop,2,1856.59,3713.18,East,REP08
ORD001567,2022-04-02,CUST0133,Monitor,3,242.09,726.27,South,REP14
ORD001568,2023-09-27,CUST0006,Keyboard,1,189.25,189.25,East,REP14
ORD001569,2023-01-24,CUST0203,Power Supply,2,244.81,489.62,East,REP02
ORD001570,2023-04-02,CUST0051,Desktop,2,1365.12,2730.24,North,REP16
ORD001571,2022-12-09,CUST0147,Graphics Card,2,533.45,1066.9,West,REP10
ORD001572,2022-09-02,CUST0285,Webcam,1,212.8,212.8,South,REP16
ORD001573,2022-03-15,CUST0199,USB Cable,3,16.97,50.91,North,REP06
ORD001574,2022-05-19,CUST0074,Keyboard,4,98.47,393.88,East,REP15
ORD001575,2024-10-28,CUST0023,Motherboard,1,586.74,586.74,South,
ORD001576,2023-05-29,CUST0029,Case,1,68.08,68.08,West,REP13
ORD001577,2024-11-01,CUST0225,Desktop,1,870.28,870.28,South,REP01
ORD001578,2023-05-19,CUST0036,SSD,3,292.56,877.68,Central,REP11
ORD001579,2024-04-19,CUST0165,Hard Drive,2,183.57,367.14,Central,
ORD001580,2023-04-24,CUST0025,Laptop,2,1071.82,2143.64,Central,REP19
ORD001581,2022-03-14,CUST0244,SSD,1,300.06,300.06,North,REP19
ORD001582,2024-03-03,CUST0129,USB Cable,1,27.76,27.76,South,REP12
ORD001583,2024-09-08,CUST0185,Case,2,183.77,367.54,West,REP08
ORD001584,2022-12-24,CUST0011,Webcam,2,249.82,499.64,South,REP14
ORD001585,2024-07-30,CUST0206,Webcam,9,189.24,1703.16,Central,REP05
ORD001586,2024-04-11,CUST0228,Webcam,1,225.56,225.56,West,REP13
ORD001587,2024-03-27,CUST0098,Monitor,3,620.15,1860.45,South,REP19
ORD001588,2024-01-15,CUST0158,Case,2,114.14,228.28,West,REP07
ORD001589,2024-07-15,CUST0103,Mouse,2,136.65,273.3,Central,REP07
ORD001590,2024-02-27,CUST0013,Case,3,122.8,368.4,South,REP07
ORD001591,2023-07-14,CUST0295,Graphics Card,3,1084.82,3254.46,South,REP07
ORD001592,2023-05-19,CUST0272,Power Supply,10,234.62,2346.2,West,REP02
ORD001593,2022-06-25,CUST0047,Laptop,1,513.0,513.0,North,REP11
ORD001594,2022-11-05,CUST0162,Keyboard,1,75.36,75.36,North,REP19
ORD001595,2023-11-25,CUST0036,Graphics Card,3,427.78,1283.34,East,REP06
ORD001596,2024-04-30,CUST0288,Desktop,2,1238.77,2477.54,Central,REP18
ORD001597,2023-07-30,CUST0076,Graphics Card,1,1302.39,1302.39,South,REP15
ORD001598,2024-02-20,CUST0186,USB Cable,1,14.48,14.48,South,REP15
ORD001599,2022-02-10,CUST0174,USB Cable,1,28.67,28.67,Central,REP03
ORD001600,2022-10-04,CUST0057,SSD,5,192.05,960.25,West,REP07
ORD001601,2022-06-20,CUST0058,Headphones,1,253.04,253.04,West,REP19
ORD001602,2023-06-02,CUST0013,Keyboard,1,112.42,112.42,Central,REP16
ORD001603,2023-05-05,CUST0173,Graphics Card,1,598.63,598.63,West,REP02
ORD001604,2024-07-27,CUST0056,RAM,1,60.86,60.86,Central,
ORD001605,2023-09-12,CUST0019,Webcam,1,81.92,81.92,West,REP09
ORD001606,2024-11-15,CUST0176,Power Supply,2,298.41,596.82,West,REP05
ORD001607,2023-01-31,CUST0044,USB Cable,1,12.04,12.04,North,REP11
ORD001608,2022-02-17,CUST0091,Motherboard,4,146.83,587.32,North,REP12
ORD001609,2023-05-01,CUST0001,Motherboard,1,125.44,125.44,North,REP11
ORD001610,2022-11-16,CUST0170,SSD,2,335.5,671.0,West,REP04
ORD001611,2022-10-12,CUST0046,Keyboard,5,185.24,926.2,North,
ORD001612,2023-04-23,CUST0272,Keyboard,3,29.0,87.0,North,REP07
ORD001613,2024-10-11,CUST0032,SSD,2,370.76,741.52,,REP15
ORD001614,2022-12-27,CUST0097,Keyboard,1,67.39,67.39,Central,REP04
ORD001615,2023-01-19,CUST0041,Power Supply,1,130.35,130.35,South,REP19
ORD001616,2023-08-08,CUST0272,Keyboard,3,96.77,290.31,East,REP01
ORD001617,2023-05-31,CUST0032,Mouse,11,115.6,1271.6,North,REP12
ORD001618,2024-05-30,CUST0048,Desktop,3,1408.84,4226.52,West,REP03
ORD001619,2024-01-11,CUST0164,Graphics Card,2,1085.41,2170.82,North,REP15
ORD001620,2024-01-29,CUST0098,USB Cable,3,12.51,37.53,West,REP08
ORD001621,2023-12-24,CUST0207,Webcam,2,137.64,275.28,West,REP15
ORD001622,2022-11-09,CUST0013,Monitor,1,629.61,629.61,West,REP05
ORD001623,2022-11-02,CUST0089,Webcam,2,116.8,233.6,West,REP05
ORD001624,2022-07-14,CUST0102,Laptop,7,1086.94,7608.58,South,REP01
ORD001625,2023-07-23,CUST0222,Keyboard,1,54.19,54.19,Central,REP14
ORD001626,2022-05-03,CUST0245,Headphones,3,385.73,1157.19,North,REP20
ORD001627,2024-10-09,CUST0020,Motherboard,1,192.53,192.53,West,REP06
ORD001628,2024-05-28,CUST0175,SSD,2,113.61,227.22,South,REP12
ORD001629,2024-01-27,CUST0024,SSD,1,486.99,486.99,North,REP14
ORD001630,2023-04-24,CUST0244,Case,2,179.5,359.0,East,REP09
ORD001631,2023-11-10,CUST0294,Graphics Card,3,452.69,1358.07,South,REP08
ORD001632,2023-05-26,CUST0049,USB Cable,1,19.08,19.08,North,REP13
ORD001633,2022-06-16,CUST0137,Hard Drive,3,172.74,518.22,Central,REP03
ORD001634,2023-07-20,CUST0115,Graphics Card,4,386.01,1544.04,North,REP01
ORD001635,2024-09-15,CUST0249,Hard Drive,6,86.53,519.18,East,REP11
ORD001636,2023-01-21,CUST0032,Case,1,135.61,135.61,North,REP07
ORD001637,2023-05-24,CUST0105,Motherboard,2,275.52,551.04,,REP05
ORD001638,2024-05-13,CUST0196,Desktop,1,1042.36,1042.36,South,REP18
ORD001639,2023-10-06,CUST0233,Desktop,10,1724.28,17242.8,West,REP10
ORD001640,2022-02-04,CUST0189,Desktop,6,662.91,3977.46,East,REP05
ORD001641,2022-02-22,CUST0168,RAM,2,152.91,305.82,East,REP20
ORD001642,2023-08-03,CUST0033,Headphones,4,239.28,957.12,Central,REP02
ORD001643,2024-10-14,CUST0034,Desktop,2,1712.34,3424.68,South,REP06
ORD001644,2024-01-08,CUST0036,Headphones,2,155.12,310.24,West,REP16
ORD001645,2024-05-02,CUST0046,RAM,1,245.33,245.33,South,REP07
ORD001646,2023-06-19,CUST0042,Keyboard,3,63.07,189.21,Central,REP08
ORD001647,2023-04-22,CUST0166,Monitor,1,770.37,770.37,South,REP13
ORD001648,2022-02-09,CUST0046,Hard Drive,4,241.38,965.52,West,REP14
ORD001649,2022-03-15,CUST0045,Keyboard,4,61.31,245.24,West,REP03
ORD001650,2022-12-03,CUST0041,Webcam,3,84.68,254.04,Central,REP20
ORD001651,2024-11-12,CUST0132,Webcam,1,73.57,73.57,South,REP11
ORD001652,2024-03-15,CUST0039,Desktop,1,1380.56,1380.56,West,REP17
ORD001653,2022-08-19,CUST0106,Laptop,1,1081.18,1081.18,North,REP07
ORD001654,2023-09-04,CUST0156,Power Supply,1,222.44,222.44,South,REP12
ORD001655,2023-04-16,CUST0013,SSD,1,451.69,451.69,East,
ORD001656,2023-11-15,CUST0235,Keyboard,6,109.93,659.58,West,REP13
ORD001657,2024-10-03,CUST0128,USB Cable,2,19.02,38.04,East,REP03
ORD001658,2022-03-05,CUST0001,SSD,1,82.01,82.01,North,REP10
ORD001659,2022-11-23,CUST0217,Desktop,2,664.25,1328.5,South,REP12
ORD001660,2022-02-15,CUST0135,Mouse,2,117.86,235.72,North,REP15
ORD001661,2023-02-24,CUST0244,Desktop,2,1703.29,3406.58,North,
ORD001662,2023-04-26,CUST0140,USB Cable,2,26.74,53.48,Central,
ORD001663,2022-05-10,CUST0044,Graphics Card,6,1099.34,6596.04,South,
ORD001664,2024-08-11,CUST0023,Webcam,2,76.75,153.5,North,REP03
ORD001665,2023-07-31,CUST0018,Graphics Card,10,822.92,8229.2,East,REP07
ORD001666,2022-01-04,CUST0223,RAM,4,51.47,205.88,Central,REP18
ORD001667,2023-04-20,CUST0046,Graphics Card,1,1302.99,1302.99,North,REP20
ORD001668,2022-12-02,CUST0277,Headphones,6,273.68,1642.08,East,REP05
ORD001669,2024-04-13,CUST0178,Monitor,1,527.14,527.14,East,REP10
ORD001670,2024-10-09,CUST0045,RAM,4,180.99,723.96,East,REP20
ORD001671,2024-01-05,CUST0085,RAM,1,161.3,161.3,Central,REP02
ORD001672,2022-10-25,CUST0294,SSD,5,210.33,1051.65,South,REP05
ORD001673,2024-03-22,CUST0279,Desktop,5,1588.13,7940.65,North,REP02
ORD001674,2023-06-06,CUST0172,Case,4,128.07,512.28,South,REP16
ORD001675,2024-02-04,CUST0202,Hard Drive,4,284.23,1136.92,Central,REP08
ORD001676,2022-08-06,CUST0045,Keyboard,1,135.28,135.28,West,REP07
ORD001677,2024-10-30,CUST0157,Motherboard,1,136.06,136.06,South,REP08
ORD001678,2023-03-05,CUST0002,Hard Drive,2,209.56,419.12,South,REP10
ORD001679,2022-05-27,CUST0184,Desktop,1,904.12,904.12,North,
ORD001680,2023-12-04,CUST0245,Webcam,3,118.73,356.19,East,REP20
ORD001681,2022-03-06,CUST0243,USB Cable,1,12.99,12.99,North,REP13
ORD001682,2024-05-15,CUST0252,Graphics Card,8,963.26,7706.08,East,REP01
ORD001683,2022-06-27,CUST0047,USB Cable,3,11.3,33.9,North,REP04
ORD001684,2023-05-10,CUST0283,SSD,4,492.96,1971.84,North,REP15
ORD001685,2022-01-22,CUST0228,RAM,1,73.38,73.38,North,REP03
ORD001686,2024-03-05,CUST0061,Motherboard,4,560.99,2243.96,North,REP17
ORD001687,2023-08-24,CUST0219,Power Supply,6,90.69,544.14,East,REP04
ORD001688,2022-06-07,CUST0050,Keyboard,2,106.79,213.58,South,REP06
ORD001689,2023-01-10,CUST0118,Keyboard,2,81.21,162.42,Central,REP15
ORD001690,2022-08-26,CUST0289,Desktop,3,797.32,2391.96,South,REP01
ORD001691,2024-05-30,CUST0055,Laptop,1,1562.61,1562.61,East,REP14
ORD001692,2024-05-14,CUST0184,Desktop,2,678.21,1356.42,East,REP16
ORD001693,2022-10-09,CUST0101,Desktop,2,628.93,1257.86,North,REP15
ORD001694,2023-06-23,CUST0060,USB Cable,1,6.67,6.67,South,
ORD001695,2023-09-08,CUST0004,Monitor,1,635.32,635.32,West,REP17
ORD001696,2023-06-29,CUST0071,SSD,1,293.43,293.43,East,REP11
ORD001697,2023-03-14,CUST0051,Keyboard,1,139.53,139.53,West,REP06
ORD001698,2022-05-26,CUST0049,Monitor,1,583.6,583.6,Central,REP03
ORD001699,2022-05-29,CUST0186,SSD,7,132.48,927.36,West,REP08
ORD001700,2024-06-03,CUST0043,Laptop,2,1806.0,3612.0,West,REP12
ORD001701,2023-04-06,CUST0261,Graphics Card,7,1379.76,9658.32,West,REP14
ORD001702,2022-11-19,CUST0039,Keyboard,2,127.82,255.64,East,REP14
ORD001703,2022-06-23,CUST0021,Graphics Card,1,1359.15,1359.15,South,REP12
ORD001704,2023-12-01,CUST0158,Mouse,2,127.09,254.18,Central,REP16
ORD001705,2022-10-09,CUST0273,USB Cable,2,13.43,26.86,West,REP17
ORD001706,2023-07-04,CUST0117,Case,1,83.4,83.4,East,REP11
ORD001707,2023-05-06,CUST0022,SSD,3,144.16,432.48,East,REP17
ORD001708,2024-05-18,CUST0072,RAM,1,211.37,211.37,Central,REP10
ORD001709,2023-10-20,CUST0061,Keyboard,2,163.65,327.3,Central,REP10
ORD001710,2023-11-22,CUST0201,Monitor,3,726.73,2180.19,West,REP16
ORD001711,2024-07-29,CUST0130,Hard Drive,1,135.35,135.35,East,REP04
ORD001712,2024-03-16,CUST0233,Laptop,1,599.82,599.82,East,REP18
ORD001713,2024-05-11,CUST0251,Keyboard,4,67.83,271.32,West,REP20
